event_id,name,college_name,techfest_name,city,category,subcategory,event_type,min_team_size,max_team_size,team_possible,price,prize_pool,start_date,end_date,duration_days,description,tags,rating,popularity,college_rating,college_category,registration_link,contact_email,coordinates
60,Bridge Building @ MITE,MIT-WPU Pune,MITE,Pune,Mechanical,Bridge Building,Solo,1,1,False,853,10000,2026-05-10,2026-05-11,1,Join us for Bridge Building at MIT-WPU Pune's MITE! This mechanical event challenges participants to showcase their expertise in mechanical domain.,"Mechanical, Bridge Building, Highly Reputed, MITE, solo-event",4.2,4.3,4.2,Highly Reputed,https://mite.mitwpu.edu.in/events/60,events@mite.mitwpu.edu.in,"18.5204° N, 73.8567° E"
61,CAD Design @ VESITech,VESIT Mumbai,VESITech,Mumbai,Mechanical,CAD Design,Both,1,4,True,1056,20000,2026-10-19,2026-10-22,3,Join us for CAD Design at VESIT Mumbai's VESITech! This mechanical event challenges participants to showcase their expertise in mechanical domain.,"Mechanical, CAD Design, Notable, VESITech, team-event",3.8,4.3,3.9,Notable,https://vesit.edu.in/techfest/events/61,events@vesit.edu.in/techfest,"19.0760° N, 72.8777° E"
62,Technical Writing @ Momentum,ICT Mumbai,Momentum,Mumbai,Technical Paper,Technical Writing,Solo,1,1,False,7,1000,2026-08-05,2026-08-08,3,Join us for Technical Writing at ICT Mumbai's Momentum! This technical paper event challenges participants to showcase their expertise in technical paper domain.,"Technical Paper, Technical Writing, Premier Institute, Momentum, solo-event",4.5,4.8,4.6,Premier Institute,https://momentum.ictmumbai.edu.in/events/62,events@momentum.ictmumbai.edu.in,"19.0760° N, 72.8777° E"
63,Surveying @ T-Spectra,TSEC Mumbai,T-Spectra,Mumbai,Civil,Surveying,Solo,1,1,False,398,3000,2026-08-20,2026-08-22,2,🎯 TSEC Mumbai presents Surveying - an exciting civil event at T-Spectra! Test your skills and compete with the best minds from across Maharashtra.,"Civil, Surveying, Notable, T-Spectra, solo-event",3.9,3.8,3.9,Notable,https://tsec.edu.in/t-spectra/events/63,events@tsec.edu.in/t-spectra,"19.0760° N, 72.8777° E"
64,Innovation Challenge @ Yantra,Ramdeobaba Nagpur,Yantra,Nagpur,Technical Paper,Innovation Challenge,Team,2,3,True,247,5000,2026-09-18,2026-09-21,3,💡 Innovation Challenge at Yantra - Ramdeobaba Nagpur. Compete in this technical paper event and win exciting prizes! Open for all engineering students.,"Technical Paper, Innovation Challenge, Notable, Yantra, team-event",4.2,4.1,4.0,Notable,https://rknpec.edu.in/yantra/events/64,events@rknpec.edu.in/yantra,"21.1458° N, 79.0882° E"
65,Case Study @ Pinnacle,PCCOE Pune,Pinnacle,Pune,Management,Case Study,Solo,1,1,False,537,2000,2026-07-29,2026-08-01,3,🚀 PCCOE Pune invites you to participate in Case Study during Pinnacle. A perfect platform for management enthusiasts to demonstrate their talents.,"Management, Case Study, Notable, Pinnacle, solo-event",4.2,4.0,4.0,Notable,https://pccoepune.edu.in/pinnacle/events/65,events@pccoepune.edu.in/pinnacle,"18.5204° N, 73.8567° E"
66,Marketing Challenge @ Manthan,MPSTME Mumbai,Manthan,Mumbai,Management,Marketing Challenge,Both,1,4,True,264,20000,2026-05-02,2026-05-03,1,🤝 Open for both solo and team participation!,"Management, Marketing Challenge, Notable, Manthan, team-event",4.3,3.9,4.0,Notable,https://mpstme.edu.in/manthan/events/66,events@mpstme.edu.in/manthan,"19.0760° N, 72.8777° E"
67,Marketing Challenge @ VESITech,VESIT Mumbai,VESITech,Mumbai,Management,Marketing Challenge,Both,1,3,True,514,2000,2026-09-20,2026-09-23,3,🎯 VESIT Mumbai presents Marketing Challenge - an exciting management event at VESITech! Test your skills and compete with the best minds from across Maharashtra.,"Management, Marketing Challenge, Notable, VESITech, team-event",4.0,4.0,3.9,Notable,https://vesit.edu.in/techfest/events/67,events@vesit.edu.in/techfest,"19.0760° N, 72.8777° E"
68,Innovation Challenge @ Yantra,Ramdeobaba Nagpur,Yantra,Nagpur,Technical Paper,Innovation Challenge,Team,3,3,True,146,1000,2026-06-16,2026-06-18,2,💡 Innovation Challenge at Yantra - Ramdeobaba Nagpur. Compete in this technical paper event and win exciting prizes! Open for all engineering students.,"Technical Paper, Innovation Challenge, Notable, Yantra, team-event",4.2,3.9,4.0,Notable,https://rknpec.edu.in/yantra/events/68,events@rknpec.edu.in/yantra,"21.1458° N, 79.0882° E"
69,Embedded Systems @ Pinnacle,PCCOE Pune,Pinnacle,Pune,Electronics,Embedded Systems,Team,2,3,True,1836,15000,2026-05-22,2026-05-25,3,👥 Team event - Form your dream team and compete together!,"Electronics, Embedded Systems, Notable, Pinnacle, team-event",3.8,3.8,4.0,Notable,https://pccoepune.edu.in/pinnacle/events/69,events@pccoepune.edu.in/pinnacle,"18.5204° N, 73.8567° E"
70,Marketing Challenge @ Sanskruti,KJ Somaiya Mumbai,Sanskruti,Mumbai,Management,Marketing Challenge,Both,1,2,True,811,20000,2026-09-03,2026-09-06,3,🤝 Open for both solo and team participation!,"Management, Marketing Challenge, Highly Reputed, Sanskruti, team-event",4.1,4.2,4.3,Highly Reputed,https://sanskruti.somaiya.edu/events/70,events@sanskruti.somaiya.edu,"19.0760° N, 72.8777° E"
71,Bridge Building @ Aaghaaz,IIIT Nagpur,Aaghaaz,Nagpur,Mechanical,Bridge Building,Solo,1,1,False,876,5000,2026-10-08,2026-10-11,3,🚀 IIIT Nagpur invites you to participate in Bridge Building during Aaghaaz. A perfect platform for mechanical enthusiasts to demonstrate their talents.,"Mechanical, Bridge Building, Highly Reputed, Aaghaaz, solo-event",4.5,4.5,4.3,Highly Reputed,https://aaghaaz.org/events/71,events@aaghaaz.org,"21.1458° N, 79.0882° E"
72,HR Summit @ GHRCE Techfest,GHRCE Nagpur,GHRCE Techfest,Nagpur,Management,HR Summit,Solo,1,1,False,662,2000,2026-05-10,2026-05-11,1,💡 HR Summit at GHRCE Techfest - GHRCE Nagpur. Compete in this management event and win exciting prizes! Open for all engineering students.,"Management, HR Summit, Notable, GHRCE Techfest, solo-event",4.1,3.8,3.9,Notable,https://ghrce.raisoni.net/techfest/events/72,events@ghrce.raisoni.net/techfest,"21.1458° N, 79.0882° E"
73,Photography @ Synergy,DJ Sanghvi Mumbai,Synergy,Mumbai,Design,Photography,Solo,1,1,False,112,3000,2026-09-11,2026-09-13,2,🎯 DJ Sanghvi Mumbai presents Photography - an exciting design event at Synergy! Test your skills and compete with the best minds from across Maharashtra.,"Design, Photography, Highly Reputed, Synergy, solo-event",4.5,4.1,4.3,Highly Reputed,https://synergy.djsce.ac.in/events/73,events@synergy.djsce.ac.in,"19.0760° N, 72.8777° E"
74,Web Dev Battle @ Turbine,TCET Mumbai,Turbine,Mumbai,Coding,Web Dev Battle,Both,1,2,True,176,25000,2026-07-07,2026-07-09,2,🚀 TCET Mumbai invites you to participate in Web Dev Battle during Turbine. A perfect platform for coding enthusiasts to demonstrate their talents.,"Coding, Web Dev Battle, Other Notable, Turbine, team-event",4.1,3.8,3.8,Other Notable,https://tcetmumbai.in/turbine/events/74,events@tcetmumbai.in/turbine,"19.0760° N, 72.8777° E"
75,Treasure Hunt @ Techyon,WCE Sangli,Techyon,Sangli,Competition,Treasure Hunt,Both,1,2,True,127,10000,2026-07-09,2026-07-11,2,💡 Treasure Hunt at Techyon - WCE Sangli. Compete in this competition event and win exciting prizes! Open for all engineering students.,"Competition, Treasure Hunt, Highly Reputed, Techyon, team-event",4.4,4.4,4.3,Highly Reputed,https://techyon.wce.ac.in/events/75,events@techyon.wce.ac.in,"16.8637° N, 74.5696° E"
76,Go Kart Racing @ T-Spectra,TSEC Mumbai,T-Spectra,Mumbai,Mechanical,Go Kart Racing,Both,1,2,True,1344,50000,2026-05-19,2026-05-20,1,🤝 Open for both solo and team participation!,"Mechanical, Go Kart Racing, Notable, T-Spectra, team-event",3.8,3.7,3.9,Notable,https://tsec.edu.in/t-spectra/events/76,events@tsec.edu.in/t-spectra,"19.0760° N, 72.8777° E"
77,UI/UX Challenge @ SGGSTech,SGGSIE&T Nanded,SGGSTech,Nanded,Design,UI/UX Challenge,Team,2,3,True,381,5000,2026-07-03,2026-07-05,2,Join us for UI/UX Challenge at SGGSIE&T Nanded's SGGSTech! This design event challenges participants to showcase their expertise in design domain.,"Design, UI/UX Challenge, Other Notable, SGGSTech, team-event",3.5,4.0,3.8,Other Notable,https://sggs.ac.in/techfest/events/77,events@sggs.ac.in/techfest,"19.1383° N, 77.3210° E"
78,RC Car Racing @ FCRIT Fest,FCRIT Navi Mumbai,FCRIT Fest,Navi Mumbai,Mechanical,RC Car Racing,Both,1,2,True,1192,10000,2026-05-21,2026-05-24,3,Join us for RC Car Racing at FCRIT Navi Mumbai's FCRIT Fest! This mechanical event challenges participants to showcase their expertise in mechanical domain.,"Mechanical, RC Car Racing, Other Notable, FCRIT Fest, team-event",4.0,3.8,3.7,Other Notable,https://fcrit.ac.in/fest/events/78,events@fcrit.ac.in/fest,"19.0330° N, 73.0297° E"
79,Group Discussion @ Cognizance,IIIT Pune,Cognizance,Pune,Competition,Group Discussion,Both,1,3,True,153,10000,2026-09-13,2026-09-14,1,🎯 IIIT Pune presents Group Discussion - an exciting competition event at Cognizance! Test your skills and compete with the best minds from across Maharashtra.,"Competition, Group Discussion, Highly Reputed, Cognizance, team-event",4.5,4.6,4.4,Highly Reputed,https://cognizance.org.in/events/79,events@cognizance.org.in,"18.5204° N, 73.8567° E"
80,Line Follower @ MITE,MIT-WPU Pune,MITE,Pune,Robotics,Line Follower,Solo,1,1,False,786,50000,2026-07-03,2026-07-06,3,🎯 Solo event - Individual participation only. Showcase your personal skills in Robotics!,"Robotics, Line Follower, Highly Reputed, MITE, solo-event",4.2,4.3,4.2,Highly Reputed,https://mite.mitwpu.edu.in/events/80,events@mite.mitwpu.edu.in,"18.5204° N, 73.8567° E"
81,Group Discussion @ Pillai Techfest,Pillai Panvel,Pillai Techfest,Panvel,Competition,Group Discussion,Both,1,2,True,71,10000,2026-06-09,2026-06-10,1,Join us for Group Discussion at Pillai Panvel's Pillai Techfest! This competition event challenges participants to showcase their expertise in competition domain.,"Competition, Group Discussion, Other Notable, Pillai Techfest, team-event",3.4,3.9,3.7,Other Notable,https://pillai.edu.in/techfest/events/81,events@pillai.edu.in/techfest,"18.9920° N, 73.1120° E"
82,Technical Writing @ Cumminspark,Cummins Pune,Cumminspark,Pune,Technical Paper,Technical Writing,Both,1,3,True,165,10000,2026-06-12,2026-06-14,2,🤝 Open for both solo and team participation!,"Technical Paper, Technical Writing, Highly Reputed, Cumminspark, team-event",4.4,4.5,4.2,Highly Reputed,https://cumminspark.edu.in/events/82,events@cumminspark.edu.in,"18.5204° N, 73.8567° E"
83,Drone Racing @ PVG Techfest,PVGCOET Pune,PVG Techfest,Pune,Robotics,Drone Racing,Team,2,4,True,211,10000,2026-10-18,2026-10-20,2,💡 Drone Racing at PVG Techfest - PVGCOET Pune. Compete in this robotics event and win exciting prizes! Open for all engineering students.,"Robotics, Drone Racing, Other Notable, PVG Techfest, team-event",3.7,3.7,3.7,Other Notable,https://pvgcoet.ac.in/techfest/events/83,events@pvgcoet.ac.in/techfest,"18.5204° N, 73.8567° E"
84,Sustainable Design @ Symbiosis Techfest,SIT Pune,Symbiosis Techfest,Pune,Civil,Sustainable Design,Team,3,4,True,1036,10000,2026-08-04,2026-08-07,3,Join us for Sustainable Design at SIT Pune's Symbiosis Techfest! This civil event challenges participants to showcase their expertise in civil domain.,"Civil, Sustainable Design, Highly Reputed, Symbiosis Techfest, team-event",4.2,4.4,4.1,Highly Reputed,https://sitpune.edu.in/techfest/events/84,events@sitpune.edu.in/techfest,"18.5204° N, 73.8567° E"
85,Poster Making @ Synergy,DJ Sanghvi Mumbai,Synergy,Mumbai,Design,Poster Making,Both,1,3,True,10,10000,2026-10-14,2026-10-15,1,🤝 Open for both solo and team participation!,"Design, Poster Making, Highly Reputed, Synergy, team-event",4.3,4.5,4.3,Highly Reputed,https://synergy.djsce.ac.in/events/85,events@synergy.djsce.ac.in,"19.0760° N, 72.8777° E"
86,Sustainable Design @ Pinnacle,PCCOE Pune,Pinnacle,Pune,Civil,Sustainable Design,Solo,1,1,False,389,3000,2026-07-19,2026-07-21,2,🎯 PCCOE Pune presents Sustainable Design - an exciting civil event at Pinnacle! Test your skills and compete with the best minds from across Maharashtra.,"Civil, Sustainable Design, Notable, Pinnacle, solo-event",3.8,3.9,4.0,Notable,https://pccoepune.edu.in/pinnacle/events/86,events@pccoepune.edu.in/pinnacle,"18.5204° N, 73.8567° E"
87,Research Paper @ Yantra,Ramdeobaba Nagpur,Yantra,Nagpur,Technical Paper,Research Paper,Solo,1,1,False,53,5000,2026-05-26,2026-05-27,1,🎯 Solo event - Individual participation only. Showcase your personal skills in Technical Paper!,"Technical Paper, Research Paper, Notable, Yantra, solo-event",3.8,4.1,4.0,Notable,https://rknpec.edu.in/yantra/events/87,events@rknpec.edu.in/yantra,"21.1458° N, 79.0882° E"
88,Poster Making @ Synergy,DJ Sanghvi Mumbai,Synergy,Mumbai,Design,Poster Making,Both,1,3,True,377,10000,2026-05-25,2026-05-26,1,🎯 DJ Sanghvi Mumbai presents Poster Making - an exciting design event at Synergy! Test your skills and compete with the best minds from across Maharashtra.,"Design, Poster Making, Highly Reputed, Synergy, team-event",4.3,4.3,4.3,Highly Reputed,https://synergy.djsce.ac.in/events/88,events@synergy.djsce.ac.in,"19.0760° N, 72.8777° E"
89,Project Exhibition @ Cognizance,IIIT Pune,Cognizance,Pune,Electronics,Project Exhibition,Both,1,3,True,990,8000,2026-10-20,2026-10-22,2,💡 Project Exhibition at Cognizance - IIIT Pune. Compete in this electronics event and win exciting prizes! Open for all engineering students.,"Electronics, Project Exhibition, Highly Reputed, Cognizance, team-event",4.5,4.7,4.4,Highly Reputed,https://cognizance.org.in/events/89,events@cognizance.org.in,"18.5204° N, 73.8567° E"
90,Logo Design @ Cognizance,IIIT Pune,Cognizance,Pune,Design,Logo Design,Both,1,4,True,34,10000,2026-06-17,2026-06-19,2,💡 Logo Design at Cognizance - IIIT Pune. Compete in this design event and win exciting prizes! Open for all engineering students.,"Design, Logo Design, Highly Reputed, Cognizance, team-event",4.3,4.6,4.4,Highly Reputed,https://cognizance.org.in/events/90,events@cognizance.org.in,"18.5204° N, 73.8567° E"
91,PCB Design @ Manthan,MPSTME Mumbai,Manthan,Mumbai,Electronics,PCB Design,Solo,1,1,False,1935,8000,2026-06-19,2026-06-21,2,💡 PCB Design at Manthan - MPSTME Mumbai. Compete in this electronics event and win exciting prizes! Open for all engineering students.,"Electronics, PCB Design, Notable, Manthan, solo-event",3.9,4.1,4.0,Notable,https://mpstme.edu.in/manthan/events/91,events@mpstme.edu.in/manthan,"19.0760° N, 72.8777° E"
92,Pick and Place Robot @ Turbine,TCET Mumbai,Turbine,Mumbai,Robotics,Pick and Place Robot,Team,2,3,True,1098,50000,2026-06-20,2026-06-21,1,🎯 TCET Mumbai presents Pick and Place Robot - an exciting robotics event at Turbine! Test your skills and compete with the best minds from across Maharashtra.,"Robotics, Pick and Place Robot, Other Notable, Turbine, team-event",3.7,3.7,3.8,Other Notable,https://tcetmumbai.in/turbine/events/92,events@tcetmumbai.in/turbine,"19.0760° N, 72.8777° E"
93,Bot Battle @ Technotron,GCOE Aurangabad,Technotron,Aurangabad,Robotics,Bot Battle,Team,2,4,True,469,50000,2026-09-16,2026-09-19,3,Join us for Bot Battle at GCOE Aurangabad's Technotron! This robotics event challenges participants to showcase their expertise in robotics domain.,"Robotics, Bot Battle, Notable, Technotron, team-event",4.0,3.9,3.8,Notable,https://gcoea.ac.in/technotron/events/93,events@gcoea.ac.in/technotron,"19.8762° N, 75.3433° E"
94,Project Exhibition @ Axis,VNIT Nagpur,Axis,Nagpur,Electronics,Project Exhibition,Team,3,4,True,1318,15000,2026-09-02,2026-09-05,3,🎯 VNIT Nagpur presents Project Exhibition - an exciting electronics event at Axis! Test your skills and compete with the best minds from across Maharashtra.,"Electronics, Project Exhibition, Premier Institute, Axis, team-event",4.8,4.5,4.7,Premier Institute,https://axisvnit.org/events/94,events@axisvnit.org,"21.1458° N, 79.0882° E"
95,Business Plan @ Sanskruti,KJ Somaiya Mumbai,Sanskruti,Mumbai,Management,Business Plan,Team,3,5,True,542,20000,2026-06-16,2026-06-18,2,Join us for Business Plan at KJ Somaiya Mumbai's Sanskruti! This management event challenges participants to showcase their expertise in management domain.,"Management, Business Plan, Highly Reputed, Sanskruti, team-event",4.5,4.6,4.3,Highly Reputed,https://sanskruti.somaiya.edu/events/95,events@sanskruti.somaiya.edu,"19.0760° N, 72.8777° E"
96,Debate @ Pinnacle,PCCOE Pune,Pinnacle,Pune,Competition,Debate,Both,1,3,True,135,20000,2026-07-25,2026-07-28,3,🤝 Open for both solo and team participation!,"Competition, Debate, Notable, Pinnacle, team-event",3.8,4.2,4.0,Notable,https://pccoepune.edu.in/pinnacle/events/96,events@pccoepune.edu.in/pinnacle,"18.5204° N, 73.8567° E"
97,Algorithm Challenge @ Vihaan,VIT Pune,Vihaan,Pune,Coding,Algorithm Challenge,Solo,1,1,False,201,25000,2026-06-22,2026-06-25,3,Join us for Algorithm Challenge at VIT Pune's Vihaan! This coding event challenges participants to showcase their expertise in coding domain.,"Coding, Algorithm Challenge, Highly Reputed, Vihaan, solo-event",4.4,4.2,4.2,Highly Reputed,https://vihaan.vit.edu/events/97,events@vihaan.vit.edu,"18.5204° N, 73.8567° E"
98,Web Dev Battle @ FCRIT Fest,FCRIT Navi Mumbai,FCRIT Fest,Navi Mumbai,Coding,Web Dev Battle,Team,3,5,True,157,5000,2026-10-07,2026-10-10,3,💡 Web Dev Battle at FCRIT Fest - FCRIT Navi Mumbai. Compete in this coding event and win exciting prizes! Open for all engineering students.,"Coding, Web Dev Battle, Other Notable, FCRIT Fest, team-event",3.7,4.1,3.7,Other Notable,https://fcrit.ac.in/fest/events/98,events@fcrit.ac.in/fest,"19.0330° N, 73.0297° E"
99,Bot Battle @ Cumminspark,Cummins Pune,Cumminspark,Pune,Robotics,Bot Battle,Both,1,4,True,1278,20000,2026-10-07,2026-10-10,3,Join us for Bot Battle at Cummins Pune's Cumminspark! This robotics event challenges participants to showcase their expertise in robotics domain.,"Robotics, Bot Battle, Highly Reputed, Cumminspark, team-event",4.4,4.0,4.2,Highly Reputed,https://cumminspark.edu.in/events/99,events@cumminspark.edu.in,"18.5204° N, 73.8567° E"
